                   6
                   0                   2                   2        0.0000000000        0.0000000000
                   1                   3                   2        1.5707963268        0.0000000000
                   2                   3                   3        1.5707963268        1.5707963268
                   3                   4                   2        3.1415926536        0.0000000000
                   4                   4                   3        3.1415926536        1.5707963268
                   5                   4                   4        3.1415926536        3.1415926536
